dataset,seed,condition,subgroup,all_gene_mse_v1,all_gene_mse_v2,relative_all_gene_mse_gain,top100_mse_v1,top100_mse_v2,relative_top100_mse_gain,top100_pcc_v1,top100_pcc_v2,top100_pcc_delta
Schmidt,3,TNFRSF12A,unseen_single,0.0008373930096477614,0.0007738148531729286,0.07592391594190177,0.021855604418034885,0.016440825334499573,0.24775242907796802,0.47263648321866736,0.6461005830465696,0.17346409982790223
Schmidt,3,EMP3+LCP2,combo_seen0,0.010057767640315147,0.009701454138894772,0.03542669846459187,0.0554461262809918,0.021799694033157714,0.6068310719728107,-0.12699493610836904,0.9261460305314037,1.0531409666397726
Schmidt,3,EMP3+TNFRSF1B,combo_seen0,0.010077020915241134,0.006811177291808464,0.32408820532397603,0.052842435914625306,0.01838519071148929,0.6520752612314608,0.47168797274698204,0.9933199294258934,0.5216319566789114
Wessels,1,DOT1L+GFI1,combo_seen1,0.006044414212064165,0.006044414212064165,0.0,0.22738867685908118,0.22738867685908118,0.0,0.6075732811852774,0.6075732811852774,0.0
Wessels,1,DOT1L+IKZF1,combo_seen1,0.002122444825057544,0.002122444825057544,0.0,0.010294010148224059,0.010294010148224059,0.0,0.8852765128939343,0.8852765128939343,0.0
Wessels,1,DOT1L+INTS1,combo_seen1,0.0035622074918696925,0.0035622074918696925,0.0,0.05094878490303376,0.05094878490303376,0.0,0.42437702509242964,0.42437702509242964,0.0
Wessels,1,EP300+GFI1,combo_seen1,0.002887226159670427,0.002887226159670427,0.0,0.03953738228862706,0.03953738228862706,0.0,0.8799923530755576,0.8799923530755576,0.0
Wessels,1,EP300+IKZF1,combo_seen1,0.002645716030884557,0.002645716030884557,0.0,0.01048506944273981,0.01048506944273981,0.0,0.9519789496593187,0.9519789496593187,0.0
Wessels,1,EP300+INTS1,combo_seen1,0.002221619915848571,0.002221619915848571,0.0,0.013252560291717173,0.013252560291717173,0.0,0.9559474475766315,0.9559474475766315,0.0
Wessels,1,FLI1+GFI1,combo_seen1,0.0035711410689964495,0.0035711410689964495,0.0,0.08290619763950076,0.08290619763950076,0.0,0.95571220680838,0.95571220680838,0.0
Wessels,1,FLI1+IKZF1,combo_seen1,0.0016592529597855682,0.0016592529597855682,0.0,0.013118888000029973,0.013118888000029973,0.0,0.9732000898353486,0.9732000898353486,0.0
Wessels,1,FLI1+INTS1,combo_seen1,0.0023347559926837785,0.0023347559926837785,0.0,0.026259785880298397,0.026259785880298397,0.0,0.9094559120185445,0.9094559120185445,0.0
Wessels,1,GATA2+GFI1,combo_seen1,0.006478104537012412,0.006478104537012412,0.0,0.2514217565308375,0.2514217565308375,0.0,0.6496948587281901,0.6496948587281901,0.0
Wessels,1,GATA2+IKZF1,combo_seen1,0.0012917734144130798,0.0012917734144130798,0.0,0.01097132198370643,0.01097132198370643,0.0,0.8485275289637048,0.8485275289637048,0.0
Wessels,1,GATA2+INTS1,combo_seen1,0.002542327563254628,0.002542327563254628,0.0,0.03232306946373252,0.03232306946373252,0.0,0.2569691769338801,0.2569691769338801,0.0
Wessels,1,GFI1+GSE1,combo_seen1,0.009672894408872782,0.009672894408872782,0.0,0.34363069304104354,0.34363069304104354,0.0,0.5348838197036042,0.5348838197036042,0.0
Wessels,1,GFI1+HDAC3,combo_seen1,0.00744474546213083,0.00744474546213083,0.0,0.29122087871447067,0.29122087871447067,0.0,0.7894514472638178,0.7894514472638178,0.0
Wessels,1,GFI1+KDM1A,combo_seen1,0.0030622002062250064,0.0030622002062250064,0.0,0.07413181738062014,0.07413181738062014,0.0,0.9715052814050288,0.9715052814050288,0.0
Wessels,1,GFI1+MED24,combo_seen1,0.005700475169758732,0.005700475169758732,0.0,0.1326522989483012,0.1326522989483012,0.0,0.8423929729013291,0.8423929729013291,0.0
Wessels,1,GFI1+RCOR1,combo_seen1,0.005329930189244514,0.005329930189244514,0.0,0.17666320376846315,0.17666320376846315,0.0,0.62184297100361,0.62184297100361,0.0
Wessels,1,GFI1+RING1,combo_seen1,0.005120538200609264,0.005120538200609264,0.0,0.18780537187134227,0.18780537187134227,0.0,0.7297164209495974,0.7297164209495974,0.0
Wessels,1,GFI1+SMARCD1,combo_seen1,0.004761519924853064,0.004761519924853064,0.0,0.16333075178767106,0.16333075178767106,0.0,0.582846014128217,0.582846014128217,0.0
Wessels,1,GSE1+IKZF1,combo_seen1,0.004198491631249442,0.004198491631249442,0.0,0.09323822064547034,0.09323822064547034,0.0,0.5948531104151336,0.5948531104151336,0.0
Wessels,1,GSE1+INTS1,combo_seen1,0.006510725862588037,0.006510725862588037,0.0,0.21894231742850345,0.21894231742850345,0.0,0.282201482419614,0.282201482419614,0.0
Wessels,1,HDAC3+IKZF1,combo_seen1,0.002251781165488882,0.002251781165488882,0.0,0.01180010041835009,0.01180010041835009,0.0,0.9289099628094808,0.9289099628094808,0.0
Wessels,1,HDAC3+INTS1,combo_seen1,0.0027666430039773437,0.0027666430039773437,0.0,0.03807184381444762,0.03807184381444762,0.0,0.7609470727660715,0.7609470727660715,0.0
Wessels,1,IKZF1+KDM1A,combo_seen1,0.0017894701870484033,0.0017894701870484033,0.0,0.01990295323864266,0.01990295323864266,0.0,0.9680567405590033,0.9680567405590033,0.0
Wessels,1,IKZF1+MED24,combo_seen1,0.00581018731795578,0.00581018731795578,0.0,0.09533806225214388,0.09533806225214388,0.0,0.9135677547320589,0.9135677547320589,0.0
Wessels,1,IKZF1+RCOR1,combo_seen1,0.0027979371303170322,0.0027979371303170322,0.0,0.005997676026017651,0.005997676026017651,0.0,0.8745517907357773,0.8745517907357773,0.0
Wessels,1,IKZF1+SMARCD1,combo_seen1,0.0014203474027390094,0.0014203474027390094,0.0,0.012934112411446437,0.012934112411446437,0.0,0.9313497324552786,0.9313497324552786,0.0
Wessels,1,INTS1+KDM1A,combo_seen1,0.0033725585775753026,0.0033725585775753026,0.0,0.058706679609463644,0.058706679609463644,0.0,0.9153360722967236,0.9153360722967236,0.0
Wessels,1,INTS1+MED24,combo_seen1,0.0063386605785806585,0.0063386605785806585,0.0,0.12948810106908618,0.12948810106908618,0.0,0.8497072280020438,0.8497072280020438,0.0
Wessels,1,INTS1+MYB,combo_seen1,0.007135599636174615,0.007135599636174615,0.0,0.16439184425766473,0.16439184425766473,0.0,0.8053491072259779,0.8053491072259779,0.0
Wessels,1,INTS1+RCOR1,combo_seen1,0.0025865226308771755,0.0025865226308771755,0.0,0.023332887670965297,0.023332887670965297,0.0,0.4859915670693936,0.4859915670693936,0.0
Wessels,1,INTS1+RING1,combo_seen1,0.0030119014706314023,0.0030119014706314023,0.0,0.04657807868371199,0.04657807868371199,0.0,0.4229828612057728,0.4229828612057728,0.0
Wessels,1,INTS1+SMARCD1,combo_seen1,0.0025285009193055734,0.0025285009193055734,0.0,0.011956521886795643,0.011956521886795643,0.0,0.8839592727670715,0.8839592727670715,0.0
Wessels,1,INTS1+SSRP1,combo_seen1,0.002772110027275534,0.002772110027275534,0.0,0.025737092848349352,0.025737092848349352,0.0,0.6535986800806841,0.6535986800806841,0.0
Wessels,1,MED13L+MED16,combo_seen1,0.001972406395963658,0.001972406395963658,0.0,0.011952588829058157,0.011952588829058157,0.0,0.9672723656135626,0.9672723656135626,0.0
Wessels,1,MED13L+MED19,combo_seen1,0.002968879643489116,0.002968879643489116,0.0,0.0366537943554512,0.0366537943554512,0.0,0.9760673099593062,0.9760673099593062,0.0
Wessels,1,MED13L+MED22,combo_seen1,0.0022459280598325854,0.0022459280598325854,0.0,0.01956197678926509,0.01956197678926509,0.0,0.9633704800529218,0.9633704800529218,0.0
Wessels,1,MED13L+MED24,combo_seen1,0.007664704622938987,0.007664704622938987,0.0,0.14352504056865,0.14352504056865,0.0,0.9081036577180637,0.9081036577180637,0.0
Wessels,1,MED14+MED19,combo_seen1,0.005522115023371566,0.005522115023371566,0.0,0.0869690389255555,0.0869690389255555,0.0,0.9746826691098346,0.9746826691098346,0.0
Wessels,1,MED14+MED22,combo_seen1,0.0051467451379690575,0.0051467451379690575,0.0,0.06154867729396172,0.06154867729396172,0.0,0.9587391361310442,0.9587391361310442,0.0
Wessels,1,MED14+MED24,combo_seen1,0.009197671137362933,0.009197671137362933,0.0,0.1663292293654008,0.1663292293654008,0.0,0.8890829773940717,0.8890829773940717,0.0
Wessels,1,SUPT5H+SUPT6H,combo_seen1,0.0021950686519560778,0.0021950686519560778,0.0,0.019958550203500885,0.019958550203500885,0.0,0.8418402650040644,0.8418402650040644,0.0
Wessels,1,SUPT16H+SUPT5H,combo_seen1,0.0034008429608860706,0.0034008429608860706,0.0,0.01846100372380668,0.01846100372380668,0.0,0.9468890176938792,0.9468890176938792,0.0
Wessels,1,DOT1L+EP300,combo_seen2,0.001253847822141978,0.001253847822141978,0.0,0.006814018735609626,0.006814018735609626,0.0,0.9752590812458245,0.9752590812458245,0.0
Wessels,1,DOT1L+FLI1,combo_seen2,0.0011730540946108473,0.0011730540946108473,0.0,0.008924143974674106,0.008924143974674106,0.0,0.9833213602541147,0.9833213602541147,0.0
Wessels,1,DOT1L+KDM1A,combo_seen2,0.0017650050399943627,0.0017650050399943627,0.0,0.04256657900249939,0.04256657900249939,0.0,0.9855107727384796,0.9855107727384796,0.0
Wessels,1,DOT1L+MED24,combo_seen2,0.00482729143032018,0.00482729143032018,0.0,0.09619270194799427,0.09619270194799427,0.0,0.9148492258616778,0.9148492258616778,0.0
Wessels,1,DOT1L+RCOR1,combo_seen2,0.0010201234827870395,0.0010201234827870395,0.0,0.0029190928582923025,0.0029190928582923025,0.0,0.9570657963160706,0.9570657963160706,0.0
Wessels,1,DOT1L+SMARCD1,combo_seen2,0.0011568434568011148,0.0011568434568011148,0.0,0.007552819482337913,0.007552819482337913,0.0,0.9787520331674596,0.9787520331674596,0.0
Wessels,1,EP300+GATA2,combo_seen2,0.0009385803728498927,0.0009385803728498927,0.0,0.0034364436436724556,0.0034364436436724556,0.0,0.9848607412459028,0.9848607412459028,0.0
Wessels,1,EP300+GSE1,combo_seen2,0.0037998065275171196,0.0037998065275171196,0.0,0.012756341143052734,0.012756341143052734,0.0,0.9407455498349141,0.9407455498349141,0.0
Wessels,1,EP300+MED24,combo_seen2,0.002650421087092119,0.002650421087092119,0.0,0.03249851792913317,0.03249851792913317,0.0,0.9587450404653597,0.9587450404653597,0.0
Wessels,1,EP300+MYB,combo_seen2,0.006976336428903877,0.006976336428903877,0.0,0.1132821090352234,0.1132821090352234,0.0,0.835552070957791,0.835552070957791,0.0
Wessels,1,EP300+SSRP1,combo_seen2,0.0017044884671163897,0.0017044884671163897,0.0,0.0063494350581581975,0.0063494350581581975,0.0,0.9866610612002887,0.9866610612002887,0.0
Wessels,1,FLI1+MED24,combo_seen2,0.003304237828168499,0.003304237828168499,0.0,0.04058858044425164,0.04058858044425164,0.0,0.950620325359919,0.950620325359919,0.0
Wessels,1,GATA2+SSRP1,combo_seen2,0.002061023853038454,0.002061023853038454,0.0,0.005208554578523587,0.005208554578523587,0.0,0.8557627324997389,0.8557627324997389,0.0
Wessels,1,HDAC3+MED24,combo_seen2,0.006516895426259643,0.006516895426259643,0.0,0.10452520278395064,0.10452520278395064,0.0,0.8541179091779674,0.8541179091779674,0.0
Wessels,1,KDM1A+RING1,combo_seen2,0.0012982284546680756,0.0012982284546680756,0.0,0.013652355316130977,0.013652355316130977,0.0,0.9900341597206656,0.9900341597206656,0.0
Wessels,1,SMARCA5+SMARCD1,combo_seen2,0.0025781306807133825,0.0025781306807133825,0.0,0.012688361473982583,0.012688361473982583,0.0,0.9502647468111577,0.9502647468111577,0.0
Wessels,1,SMARCD1+SSRP1,combo_seen2,0.001880615257112785,0.001880615257112785,0.0,0.008468236344888684,0.008468236344888684,0.0,0.9577181153466401,0.9577181153466401,0.0
Wessels,1,GFI1,unseen_single,0.006663651739904776,0.006663651739904776,0.0,0.21840418365222095,0.21840418365222095,0.0,0.5893888423914434,0.5893888423914434,0.0
Wessels,1,INTS1,unseen_single,0.002474608358818498,0.002474608358818498,0.0,0.049727272130513395,0.049727272130513395,0.0,-0.2929126653535638,-0.2929126653535638,0.0
Wessels,1,GFI1+INTS1,combo_seen0,0.00829993139620561,0.00829993139620561,0.0,0.30311663417381135,0.30311663417381135,0.0,0.3324271024765796,0.3324271024765796,0.0
Wessels,1,IKZF1+INTS1,combo_seen0,0.003954612838428153,0.003954612838428153,0.0,0.03628628711030644,0.03628628711030644,0.0,0.33643579072574314,0.33643579072574314,0.0
Wessels,1,MED13L+MED14,combo_seen0,0.007799064940427548,0.007799064940427548,0.0,0.15482577489160015,0.15482577489160015,0.0,0.8914215019309072,0.8914215019309072,0.0
Wessels,2,DOT1L+IKZF1,combo_seen1,0.0020736926981350626,0.0020736926981350626,0.0,0.007487864204403751,0.007487864204403751,0.0,0.9176622657859939,0.9176622657859939,0.0
Wessels,2,DOT1L+RCOR1,combo_seen1,0.001612307039346692,0.001612307039346692,0.0,0.00534008470035605,0.00534008470035605,0.0,0.9522768785271509,0.9522768785271509,0.0
Wessels,2,EP300+IKZF1,combo_seen1,0.0021787175249891417,0.0021787175249891417,0.0,0.00872178259834846,0.00872178259834846,0.0,0.9584615554285515,0.9584615554285515,0.0
Wessels,2,EP300+RCOR1,combo_seen1,0.0018535322988180252,0.0018535322988180252,0.0,0.019490239854521762,0.019490239854521762,0.0,0.9724303247300402,0.9724303247300402,0.0
Wessels,2,FLI1+IKZF1,combo_seen1,0.0015519034885042749,0.0015519034885042749,0.0,0.009687754375099653,0.009687754375099653,0.0,0.9796460450610999,0.9796460450610999,0.0
Wessels,2,FLI1+RCOR1,combo_seen1,0.0012845036327180758,0.0012845036327180758,0.0,0.014114616267087059,0.014114616267087059,0.0,0.9828352346808864,0.9828352346808864,0.0
Wessels,2,GATA2+IKZF1,combo_seen1,0.0014412925238652479,0.0014412925238652479,0.0,0.008151804661721086,0.008151804661721086,0.0,0.8882282021623655,0.8882282021623655,0.0
Wessels,2,GATA2+RCOR1,combo_seen1,0.0011910455530586641,0.0011910455530586641,0.0,0.004582698409129083,0.004582698409129083,0.0,0.9286772056796845,0.9286772056796845,0.0
Wessels,2,GFI1+RCOR1,combo_seen1,0.001753877255062377,0.001753877255062377,0.0,0.014471265196051042,0.014471265196051042,0.0,0.9726507677972501,0.9726507677972501,0.0
Wessels,2,GSE1+IKZF1,combo_seen1,0.0021018345809113398,0.0021018345809113398,0.0,0.008535923821027686,0.008535923821027686,0.0,0.969245659296086,0.969245659296086,0.0
Wessels,2,GSE1+RCOR1,combo_seen1,0.0018987929419648324,0.0018987929419648324,0.0,0.009125226458127323,0.009125226458127323,0.0,0.9727991529094141,0.9727991529094141,0.0
Wessels,2,HDAC3+IKZF1,combo_seen1,0.0027691947912046153,0.0027691947912046153,0.0,0.01195803676243649,0.01195803676243649,0.0,0.926865592671193,0.926865592671193,0.0
Wessels,2,IKZF1+INTS1,combo_seen1,0.004560830057069682,0.004560830057069682,0.0,0.03211410054907725,0.03211410054907725,0.0,0.46364382335114673,0.46364382335114673,0.0
Wessels,2,IKZF1+KDM1A,combo_seen1,0.001670073068499334,0.001670073068499334,0.0,0.01864543977748003,0.01864543977748003,0.0,0.9753407184469354,0.9753407184469354,0.0
Wessels,2,IKZF1+MED24,combo_seen1,0.00152334654503789,0.00152334654503789,0.0,0.008716629115367474,0.008716629115367474,0.0,0.9850521679560994,0.9850521679560994,0.0
Wessels,2,IKZF1+SMARCD1,combo_seen1,0.0016220025139293257,0.0016220025139293257,0.0,0.013194374761072061,0.013194374761072061,0.0,0.9278257540298872,0.9278257540298872,0.0
Wessels,2,INTS1+RCOR1,combo_seen1,0.004359134549597058,0.004359134549597058,0.0,0.0377275983743478,0.0377275983743478,0.0,0.33958563584404666,0.33958563584404666,0.0
Wessels,2,KDM1A+RCOR1,combo_seen1,0.002253105474014373,0.002253105474014373,0.0,0.02201055568189871,0.02201055568189871,0.0,0.9822812968798202,0.9822812968798202,0.0
Wessels,2,MED13L+MED14,combo_seen1,0.00530765416095628,0.00530765416095628,0.0,0.09171279137586598,0.09171279137586598,0.0,0.9582287058728765,0.9582287058728765,0.0
Wessels,2,MED13L+MED19,combo_seen1,0.004176142977064717,0.004176142977064717,0.0,0.05825374799297212,0.05825374799297212,0.0,0.9718450775387755,0.9718450775387755,0.0
Wessels,2,MED13L+MED24,combo_seen1,0.0019871051180301805,0.0019871051180301805,0.0,0.015566818763301595,0.015566818763301595,0.0,0.9892084029893126,0.9892084029893126,0.0
Wessels,2,MED14+MED22,combo_seen1,0.005494424924240891,0.005494424924240891,0.0,0.06494258527226746,0.06494258527226746,0.0,0.9678108008327656,0.9678108008327656,0.0
Wessels,2,MED16+MED19,combo_seen1,0.004447651783017972,0.004447651783017972,0.0,0.06311776156508306,0.06311776156508306,0.0,0.969782403358584,0.969782403358584,0.0
Wessels,2,MED16+MED24,combo_seen1,0.0021194204765087412,0.0021194204765087412,0.0,0.01371842807639776,0.01371842807639776,0.0,0.984873533150827,0.984873533150827,0.0
Wessels,2,MED19+MED22,combo_seen1,0.004414832429703166,0.004414832429703166,0.0,0.06497071282206608,0.06497071282206608,0.0,0.9758016167671028,0.9758016167671028,0.0
Wessels,2,MED22+MED24,combo_seen1,0.001100387563204828,0.001100387563204828,0.0,0.004920941100897162,0.004920941100897162,0.0,0.9942305614873818,0.9942305614873818,0.0
Wessels,2,MED24+RCOR1,combo_seen1,0.0012312681529281781,0.0012312681529281781,0.0,0.004845781914052471,0.004845781914052471,0.0,0.9906703241566448,0.9906703241566448,0.0
Wessels,2,RCOR1+RING1,combo_seen1,0.002111298319628296,0.002111298319628296,0.0,0.009504322678860666,0.009504322678860666,0.0,0.8490613072854226,0.8490613072854226,0.0
Wessels,2,RCOR1+SMARCD1,combo_seen1,0.0018860869007997529,0.0018860869007997529,0.0,0.007621748355590323,0.007621748355590323,0.0,0.9485643242797301,0.9485643242797301,0.0
Wessels,2,SUPT5H+SUPT6H,combo_seen1,0.001855960585756029,0.001855960585756029,0.0,0.012154005164486646,0.012154005164486646,0.0,0.907261026592565,0.907261026592565,0.0
Wessels,2,DOT1L+GSE1,combo_seen2,0.0013303865633579254,0.0013303865633579254,0.0,0.013141295640200737,0.013141295640200737,0.0,0.981394936098181,0.981394936098181,0.0
Wessels,2,DOT1L+KDM1A,combo_seen2,0.0019789610322081272,0.0019789610322081272,0.0,0.0554054015603071,0.0554054015603071,0.0,0.9847552910733197,0.9847552910733197,0.0
Wessels,2,EP300+HDAC3,combo_seen2,0.0012207054421026942,0.0012207054421026942,0.0,0.009493113836606741,0.009493113836606741,0.0,0.9787481398296431,0.9787481398296431,0.0
Wessels,2,EP300+RING1,combo_seen2,0.0013548413463073219,0.0013548413463073219,0.0,0.008867810048004661,0.008867810048004661,0.0,0.9785857667099402,0.9785857667099402,0.0
Wessels,2,EP300+SSRP1,combo_seen2,0.002011268344578749,0.002011268344578749,0.0,0.01640659266695973,0.01640659266695973,0.0,0.9772048600060509,0.9772048600060509,0.0
Wessels,2,FLI1+SMARCD1,combo_seen2,0.0011647754471939933,0.0011647754471939933,0.0,0.0183806883215826,0.0183806883215826,0.0,0.9614100145932662,0.9614100145932662,0.0
Wessels,2,GATA2+GSE1,combo_seen2,0.0010537300397087898,0.0010537300397087898,0.0,0.012296781218540028,0.012296781218540028,0.0,0.9877783918027542,0.9877783918027542,0.0
Wessels,2,GATA2+KDM1A,combo_seen2,0.0010379634259382313,0.0010379634259382313,0.0,0.018415482894213926,0.018415482894213926,0.0,0.9897266727869521,0.9897266727869521,0.0
Wessels,2,GATA2+MED24,combo_seen2,0.0008162015388581742,0.0008162015388581742,0.0,0.009637723184516835,0.009637723184516835,0.0,0.9941735970938675,0.9941735970938675,0.0
Wessels,2,GATA2+RING1,combo_seen2,0.0009535373384327452,0.0009535373384327452,0.0,0.005737077063310884,0.005737077063310884,0.0,0.9103352427621965,0.9103352427621965,0.0
Wessels,2,GATA2+SMARCD1,combo_seen2,0.0006009935615026712,0.0006009935615026712,0.0,0.002796680804590102,0.002796680804590102,0.0,0.9787084148549873,0.9787084148549873,0.0
Wessels,2,GFI1+GSE1,combo_seen2,0.0020139505543176977,0.0020139505543176977,0.0,0.023609871884904057,0.023609871884904057,0.0,0.9818478813605143,0.9818478813605143,0.0
Wessels,2,GFI1+HDAC3,combo_seen2,0.0021187608035212573,0.0021187608035212573,0.0,0.06810402641230687,0.06810402641230687,0.0,0.9727723523715405,0.9727723523715405,0.0
Wessels,2,GFI1+RING1,combo_seen2,0.0009643827348820901,0.0009643827348820901,0.0,0.00990873922592076,0.00990873922592076,0.0,0.9892676840054508,0.9892676840054508,0.0
Wessels,2,GSE1+HDAC3,combo_seen2,0.0017359481201847718,0.0017359481201847718,0.0,0.040921642302958604,0.040921642302958604,0.0,0.9634735501144049,0.9634735501144049,0.0
Wessels,2,GSE1+KDM1A,combo_seen2,0.0014661774878996583,0.0014661774878996583,0.0,0.012018946604675212,0.012018946604675212,0.0,0.9886120957321367,0.9886120957321367,0.0
Wessels,2,INTS1+RING1,combo_seen2,0.0035694554690243498,0.0035694554690243498,0.0,0.04422295411553418,0.04422295411553418,0.0,0.5093048736725774,0.5093048736725774,0.0
Wessels,2,INTS1+SSRP1,combo_seen2,0.00254632902840105,0.00254632902840105,0.0,0.02100245446635963,0.02100245446635963,0.0,0.7331134529034007,0.7331134529034007,0.0
Wessels,2,MED24+RING1,combo_seen2,0.001276228199483344,0.001276228199483344,0.0,0.012746112953266496,0.012746112953266496,0.0,0.9903379314275557,0.9903379314275557,0.0
Wessels,2,MED24+SSRP1,combo_seen2,0.0017582214141196742,0.0017582214141196742,0.0,0.013991649348661005,0.013991649348661005,0.0,0.9849584904319523,0.9849584904319523,0.0
Wessels,2,RCOR1,unseen_single,0.0021128951052108943,0.0021128951052108943,0.0,0.0065262492746937135,0.0065262492746937135,0.0,0.19164250954960732,0.19164250954960732,0.0
Wessels,2,IKZF1+RCOR1,combo_seen0,0.004202345110474888,0.004202345110474888,0.0,0.006188017745507863,0.006188017745507863,0.0,0.8408187455074911,0.8408187455074911,0.0
Wessels,2,MED13L+MED16,combo_seen0,0.0027494675894342195,0.0027494675894342195,0.0,0.026609882380490623,0.026609882380490623,0.0,0.9502238897279325,0.9502238897279325,0.0
Wessels,2,MED13L+MED22,combo_seen0,0.0034471497490043018,0.0034471497490043018,0.0,0.043853236010122865,0.043853236010122865,0.0,0.9424831569338455,0.9424831569338455,0.0
Wessels,2,MED16+MED22,combo_seen0,0.0044159647425468865,0.0044159647425468865,0.0,0.07309236567261682,0.07309236567261682,0.0,0.9590056370104442,0.9590056370104442,0.0
Wessels,3,DOT1L+FLI1,combo_seen1,0.0038581819737721467,0.0038581819737721467,0.0,0.08343603743657234,0.08343603743657234,0.0,0.8689308562144896,0.8689308562144896,0.0
Wessels,3,DOT1L+IKZF1,combo_seen1,0.0019570565317975053,0.0019570565317975053,0.0,0.007926812378269558,0.007926812378269558,0.0,0.91078606825706,0.91078606825706,0.0
Wessels,3,DOT1L+KDM1A,combo_seen1,0.009261690782394721,0.009261690782394721,0.0,0.3410106954856761,0.3410106954856761,0.0,0.6913735188212284,0.6913735188212284,0.0
Wessels,3,DOT1L+RING1,combo_seen1,0.0015004758153193728,0.0015004758153193728,0.0,0.011465821720283785,0.011465821720283785,0.0,0.8922944107762304,0.8922944107762304,0.0
Wessels,3,EP300+FLI1,combo_seen1,0.002327450812354891,0.002327450812354891,0.0,0.020483414847112965,0.020483414847112965,0.0,0.9630347609928124,0.9630347609928124,0.0
Wessels,3,EP300+IKZF1,combo_seen1,0.0024068198156458292,0.0024068198156458292,0.0,0.009124342921305739,0.009124342921305739,0.0,0.9590570147884786,0.9590570147884786,0.0
Wessels,3,EP300+KDM1A,combo_seen1,0.00261939760091101,0.00261939760091101,0.0,0.026306558186438265,0.026306558186438265,0.0,0.9420410588031096,0.9420410588031096,0.0
Wessels,3,EP300+RING1,combo_seen1,0.0014500949811485013,0.0014500949811485013,0.0,0.006626250814998462,0.006626250814998462,0.0,0.9760512303053637,0.9760512303053637,0.0
Wessels,3,FLI1+GATA2,combo_seen1,0.0036966262557281944,0.0036966262557281944,0.0,0.08691193392923889,0.08691193392923889,0.0,0.7402495929257976,0.7402495929257976,0.0
Wessels,3,FLI1+GFI1,combo_seen1,0.008612803407152533,0.008612803407152533,0.0,0.22231263889957645,0.22231263889957645,0.0,0.8027226409938318,0.8027226409938318,0.0
Wessels,3,FLI1+GSE1,combo_seen1,0.005529048868628496,0.005529048868628496,0.0,0.07164254046817906,0.07164254046817906,0.0,0.9251498359844239,0.9251498359844239,0.0
Wessels,3,FLI1+HDAC3,combo_seen1,0.004991385768052957,0.004991385768052957,0.0,0.12893137885747388,0.12893137885747388,0.0,0.6887660479213632,0.6887660479213632,0.0
Wessels,3,FLI1+INTS1,combo_seen1,0.0038614210306433545,0.0038614210306433545,0.0,0.11175897959298191,0.11175897959298191,0.0,0.34724915338252416,0.34724915338252416,0.0
Wessels,3,FLI1+MED24,combo_seen1,0.0027124809619450685,0.0027124809619450685,0.0,0.018122035717128455,0.018122035717128455,0.0,0.9724545023058319,0.9724545023058319,0.0
Wessels,3,FLI1+RCOR1,combo_seen1,0.0027446696625755187,0.0027446696625755187,0.0,0.05282245784448756,0.05282245784448756,0.0,0.8302361810075896,0.8302361810075896,0.0
Wessels,3,FLI1+SMARCD1,combo_seen1,0.0034589685466768485,0.0034589685466768485,0.0,0.05907515020158516,0.05907515020158516,0.0,0.8813905467994106,0.8813905467994106,0.0
Wessels,3,FLI1+SSRP1,combo_seen1,0.004365763896799186,0.004365763896799186,0.0,0.07541848317646646,0.07541848317646646,0.0,0.8707954709396872,0.8707954709396872,0.0
Wessels,3,GATA2+IKZF1,combo_seen1,0.0016043372472506641,0.0016043372472506641,0.0,0.007830164700125566,0.007830164700125566,0.0,0.8971804471647331,0.8971804471647331,0.0
Wessels,3,GATA2+KDM1A,combo_seen1,0.006140523745608569,0.006140523745608569,0.0,0.22017489551692082,0.22017489551692082,0.0,0.726625327961948,0.726625327961948,0.0
Wessels,3,GATA2+RING1,combo_seen1,0.0023362679042271887,0.0023362679042271887,0.0,0.011339857822151961,0.011339857822151961,0.0,0.7457254272398142,0.7457254272398142,0.0
Wessels,3,GFI1+KDM1A,combo_seen1,0.01073164860641452,0.01073164860641452,0.0,0.368556672402365,0.368556672402365,0.0,0.69698982683869,0.69698982683869,0.0
Wessels,3,GFI1+RING1,combo_seen1,0.005477887734539999,0.005477887734539999,0.0,0.1573489525574169,0.1573489525574169,0.0,0.7383712393294894,0.7383712393294894,0.0
Wessels,3,GSE1+IKZF1,combo_seen1,0.002170498637862253,0.002170498637862253,0.0,0.010581216109978937,0.010581216109978937,0.0,0.9654931757137638,0.9654931757137638,0.0
Wessels,3,GSE1+KDM1A,combo_seen1,0.0025880614512241054,0.0025880614512241054,0.0,0.0536569313034759,0.0536569313034759,0.0,0.9666731423745822,0.9666731423745822,0.0
Wessels,3,GSE1+RING1,combo_seen1,0.0019827647041464743,0.0019827647041464743,0.0,0.024203553196266516,0.024203553196266516,0.0,0.957896784246189,0.957896784246189,0.0
Wessels,3,HDAC3+IKZF1,combo_seen1,0.00322561055127267,0.00322561055127267,0.0,0.01262281286129741,0.01262281286129741,0.0,0.9227399369329811,0.9227399369329811,0.0
Wessels,3,HDAC3+KDM1A,combo_seen1,0.008809676972103777,0.008809676972103777,0.0,0.31055649929588863,0.31055649929588863,0.0,0.8194930500677342,0.8194930500677342,0.0
Wessels,3,HDAC3+RING1,combo_seen1,0.0017782575785761838,0.0017782575785761838,0.0,0.016466736287949004,0.016466736287949004,0.0,0.906803226306202,0.906803226306202,0.0
